Date,Volume,Amount,Open,High,Low,Close,Change,Transactions
2025-12-22,27293351,7232738015,250.0,265.0,249.0,265.0,0.0,0
2025-12-23,53685796,15649409534,278.0,291.5,272.0,291.5,0.0,0
2025-12-24,53729989,15823481760,291.5,300.5,281.0,294.5,0.0,0
2025-12-26,31440519,9526477257,301.0,309.0,297.0,303.0,0.0,0
2025-12-29,18073938,5349885648,301.5,304.0,293.5,296.0,0.0,0
2025-12-30,28499191,8934496378,293.0,318.0,290.0,313.5,0.0,0
2025-12-31,34970730,11382972615,313.0,331.5,310.5,325.5,12.0,0
2026-01-02,24240070,7938622925,329.0,336.0,322.5,327.5,2.0,0
2026-01-05,17804874,5653047495,325.5,326.0,310.5,317.5,-10.0,0
2026-01-06,21608960,6450274560,318.0,320.5,290.0,298.5,-19.0,0
2026-01-07,21102630,6225275850,301.0,314.0,293.5,295.0,-3.5,0
2026-01-08,23263555,7188438495,297.5,312.0,290.0,309.0,14.0,0
2026-01-09,23327651,6951639998,305.0,311.5,295.0,298.0,-11.0,0
2026-01-12,19204891,5579020836,301.0,302.0,290.5,290.5,-7.5,0
2026-01-13,22715251,6201263523,292.0,294.0,270.5,273.0,-17.5,0
2026-01-14,14079289,3942200920,279.0,285.0,277.0,280.0,7.0,0
2026-01-15,6780323,1881539632,280.5,282.0,275.5,277.5,-2.5,0
2026-01-16,10237782,2800033377,279.5,285.0,272.5,273.5,-4.0,0
2026-01-19,12703465,3360066492,274.0,275.0,263.0,264.5,-9.0,0
2026-01-20,27728769,8055207394,268.0,290.5,267.0,290.5,26.0,0
2026-01-21,49654457,14623237586,292.0,306.0,289.0,294.5,4.0,0
2026-01-22,22926923,6591490362,305.0,306.0,287.5,287.5,-7.0,0
2026-01-23,12863162,3749611723,290.0,294.0,284.0,291.5,4.0,0
2026-01-26,16276774,4655157364,294.5,303.0,282.5,286.0,-5.5,0
2026-01-27,34426269,10086896817,298.0,308.0,291.5,293.0,7.0,0
2026-01-28,52707565,16971835930,300.0,322.0,298.0,322.0,29.0,0
2026-01-29,68177159,22805259686,330.0,339.0,312.0,334.5,12.5,0
2026-01-30,29689594,9381911704,331.5,341.0,313.5,316.0,-18.5,0
2026-02-02,26023699,8314571830,315.0,327.5,306.5,319.5,3.5,0
2026-02-03,29289090,9196774260,331.0,336.5,310.0,314.0,-5.5,0
2026-02-04,20574972,6748590816,314.0,330.0,312.0,328.0,14.0,0
2026-02-05,23426763,7473137397,325.0,336.5,319.0,319.0,-9.0,0
2026-02-06,20258972,6452482582,320.0,324.0,301.0,318.5,-0.5,0
2026-02-09,36489556,12351714706,334.0,343.5,320.0,338.5,20.0,0
2026-02-10,44725414,14915925569,347.0,359.5,332.0,333.5,-5.0,0
2026-02-11,14120857,4589278525,334.5,334.5,321.0,325.0,-8.5,0
2026-02-23,24984157,8931836128,333.0,357.5,330.0,357.5,32.5,0
2026-02-24,16234037,6379976541,361.0,393.0,360.5,393.0,35.5,0
2026-02-25,26711965,10818345825,410.0,422.0,392.0,405.0,12.0,0
2026-02-26,30871771,13012451476,411.0,443.5,410.5,421.5,16.5,0
2026-03-02,25806993,11935734262,400.0,463.5,399.5,462.5,41.0,0
2026-03-03,6978976,3241734352,474.0,504.0,443.0,464.5,2.0,0
2026-03-04,4233413,1771683340,434.5,434.5,418.5,418.5,-46.0,0
2026-03-05,7212884,2885153600,438.0,446.0,377.0,400.0,-18.5,0
2026-03-06,4486166,1700256914,385.0,392.5,376.5,379.0,-21.0,0
2026-03-09,1221821,417251872,341.5,341.5,341.5,341.5,-37.5,0
2026-03-10,3973240,1386660760,358.0,358.0,336.0,349.0,7.5,0
2026-03-11,2732380,1047867730,365.0,383.5,365.0,383.5,34.5,0
2026-03-12,3752242,1453993775,384.0,412.0,383.5,387.5,4.0,0
2026-03-13,3606989,1448206084,372.0,402.0,372.0,401.5,14.0,0
2026-03-16,3936210,1680761670,413.5,428.0,394.0,427.0,25.5,0
2026-03-17,25816011,10197324345,427.0,445.5,392.5,395.0,-32.0,0
2026-03-18,26658270,10210117410,397.0,398.5,368.5,383.0,-12.0,0
2026-03-19,25381990,9937049085,386.0,404.5,385.0,391.5,8.5,0
2026-03-20,27440912,11099848904,408.0,417.5,395.5,404.5,13.0,0
2026-03-23,21420667,8139853460,385.0,419.0,380.0,380.0,-24.5,0
2026-03-24,15368523,5947618401,400.0,408.0,377.0,387.0,7.0,0
2026-03-25,15007537,6385706994,411.5,425.5,411.5,425.5,38.5,0
2026-03-26,32163744,13219298784,426.5,448.0,411.0,411.0,-14.5,0
2026-03-27,1905990,755725035,379.0,400.0,379.0,396.5,-14.5,0
2026-03-30,1921925,728409575,381.0,381.5,370.0,379.0,-17.5,0
2026-03-31,1871705,639187258,374.0,374.0,341.5,341.5,-37.5,0
2026-04-01,1240029,465630890,374.0,375.5,368.0,375.5,34.0,0
2026-04-02,1219642,468342528,393.0,396.5,383.0,384.0,8.5,0
2026-04-07,1119623,452887504,395.5,409.5,395.5,404.5,20.5,0
2026-04-08,1937964,816851826,434.0,434.0,421.0,421.5,17.0,0
2026-04-09,1962431,841882899,426.0,435.0,426.0,429.0,7.5,0
2026-04-10,3703139,1664560980,442.0,449.5,434.0,449.5,20.5,0
2026-04-13,2770097,1288095105,446.5,466.0,441.0,465.0,15.5,0
2026-04-14,24950808,12101141880,487.5,500.0,471.0,485.0,20.0,0
2026-04-15,12534482,6680878906,486.0,533.0,485.5,533.0,48.0,0
2026-04-16,32253460,18900527560,551.0,586.0,537.0,586.0,53.0,0
2026-04-17,4292397,2764303668,616.0,644.0,615.0,644.0,58.0,0
2026-04-20,9292797,6579300276,707.0,708.0,689.0,708.0,64.0,0
2026-04-21,4567639,2991803545,708.0,708.0,651.0,655.0,-53.0,0
2026-04-22,2793153,1756893237,640.0,660.0,628.0,629.0,-26.0,0
2026-04-23,4359617,2471902839,643.0,653.0,567.0,567.0,-62.0,0
